verfügen  hbk 3 nil nil 350
bedrohen  hbk 3 nil nil 346
vermitteln  hbk 3 nil nil 318
beurteilen  hbk 3 nil nil 304
schmunzeln  korp  3 speech  nil 270
toben   korp  3 speech  nil 254
verbessern  korp  3 nil nil 242
amüsieren   korp  3 thought nil 238
husten  korp  3 speech  nil 233
herausfinden  korp  3 speech  nil 232
Auseinandersetzung  thes  3 nil rep 227
Kommando  thes  3 nil nil 220
anmerken  hbk 3 nil nil 206
kichern   korp  3 speech  nil 201
anführen  korp  3 speech  nil 200
zugestehen  hbk 3 nil nil 181
beauftragen hbk 3 nil nil 176
brausen   korp  3 speech  nil 175
bellen  korp  3 speech  nil 168
donnern   korp  3 speech  nil 166
festlegen hbk 3 nil nil 158
würgen  korp  3 speech  nil 158
zurückweisen  hbk 3 nil nil 157
krähen  korp  3 speech  nil 157
Vorlesung   thes  3 nil rep 155
hetzen  korp  3 speech  nil 152
gähnen  korp  3 speech  hand  148
schäumen  korp  3 speech  nil 145
widerlegen  hbk 3 nil nil 141
Verständigung   thes  3 nil rep 140
enthüllen hbk 3 nil hand  138
Essay   thes  3 nil rep 135
lärmen  korp  3 speech  nil 131
abschlagen  hbk 3 nil nil 130
absagen hbk 3 nil nil 128
Ansprache   thes  3 nil nil 127
brüten  korp  3 thought nil 126
Dialog  thes  3 nil rep 123
Einstellung   thes  3 nil nil 119
Telegramm   thes  3 writing nil 114
schallen  korp  3 speech  nil 113
Parole  thes  3 nil nil 109
Konversation  thes  3 nil rep 106
bewerten  hbk 3 nil nil 104
Vorbehalt   thes  3 thought nil 104
necken  korp  3 speech  nil 101
bekräftigen hbk 3 nil nil 90
Korrespondenz   thes  3 writing rep 88
vorschreiben  hbk 3 nil nil 88
anknüpfen hbk 3 nil nil 86
ernennen  hbk 3 nil rep 80
Briefwechsel  thes  3 writing rep 79
wiehern   korp  3 speech  nil 78
erbieten  hbk 3 nil teil  77
reservieren hbk 3 nil rep 75
kritisieren hbk 3 nil rep 74
Einspruch   thes  3 nil nil 74
Geschwätz   thes  3 nil nil 69
Debatte   thes  3 nil rep 66
Interview   thes  3 speech  rep 66
zanken  korp  3 speech  nil 65
verbürgen hbk 3 nil rep 64
betrauen  hbk 3 nil nil 64
übertönen hbk 3 nil rep 63
Selbstgespräch  thes  3 nil rep 63
Monolog   thes  3 nil nil 55
kontern hbk 3 nil nil 52
schmähen  hbk 3 nil nil 52
Zuspruch  thes  3 nil nil 51
maßregeln   korp  3 speech  nil 46
Abstimmung  thes  3 nil rep 45
unterweisen hbk 3 nil rep 42
übereinkommen hbk 3 nil nil 42
Wortwechsel   thes  3 nil rep 39
bürgen  hbk 3 nil nil 39
gewährleisten hbk 3 nil nil 39
wettern   korp  3 speech  nil 39
Befragung   thes  3 nil rep 37
redigieren  korp  3 speech  nil 35
statthaben  korp  3 speech  nil 35
beherzigen  korp  3 thought nil 34
geifern hbk 3 nil nil 29
Zwiegespräch  thes  3 nil rep 27
wiederaufnehmen hbk 3 nil nil 27
spaßen  korp  3 speech  nil 27
Zusammenfassung   thes  3 nil nil 27
Erlass  thes  3 nil nil 26
einhaken  hbk 3 nil ambig 25
anfügen hbk 3 nil nil 22
näseln  korp  3 speech  nil 21
